Title,ID,Abstract,Full text,FT_Relevant_Lorena,FT_Relevant_Manuel,FT_Relevant_Katja,Comments_Lorena,Comments_Manuel,Comments_Katja,DOI
A comparison of the P300 and PET in patients with disorders of consciousness in absence of response to command,219,"Background and aims: Diagnosis of patients with disorders of consciousness (DOC) has become more accurate by using standardized behavioral assessment and objective measures of consciousness derived from neuroimaging. Another major challenge is the assessment of covert response to command in patients who do not present overt response to command, in order to ultimately find a means of communication. Methods: We assess the passive (auditory and tactile) and active (tactile) P300 ERP in twelve patients without behavioral command following to test its sensitivity for the detection of residual consciousness and confront it to cerebral metabolism as measured with glucose PET, the most sensitive objective diagnostic tool. Results: For the passive paradigms we have found that the accuracy of the discrimination of the standard and deviant stimuli in the auditory paradigm is higher for UWS than for MCS patients, while for the tactile paradigm the accuracy is slightly higher for MCS than UWS patients. There was no correlation between percentage of glucose metabolism reduction and P300 accuracy. One patient reached a high accuracy during the active tactile paradigm, suggestive of covert command following, even if behavioral command following was absent, and no discernable difference between the PET of this and other patients could be observed. Conclusion: Our results suggest that the passive P300 is not a good marker for consciousness or overall brain metabolism. On the other hand, the active P300 might probe covert command following in patients without behavioral response to command and therefore could be a valuable addition in the clinical assessment of DOC patients.",,,,,,,,
Influence of active encoding on tactile recognition memory for common objects,220,"Active tactile recognition memory for common objects is compared with passive touch. The recognition memory test occurs after a delay between inspection and test of seven days. Three groups of five each have the following conditions and results: Group I manipulated objects at bothinspection both inspection test to obtain a recognition rate of 87.9%; Group II manipulated objects at inspection but not at test, i.e., passive touch, to produce a recognition rate of 80,7%; Group III manipulated objects at test but not at inspection to perform at a 72.5% accuracy rate. Object manipulation had a significant effect and the group means were all significantly different (p≥.05), with the largest performance decrement due to passive touch at encoding. Generally, the findings implicated the importance of object identity in tactile recognition memory which, in turn, is supportive of the depth-of-processing approach to memory.",,,,,,,,10.2466/pms.1978.47.2.596
Discrimination Thresholds for Passive Tactile Volume Perception by Fingertips,49,"Haptic object perception is still poorly understood up to now. This study investigated the ability of human fingers to discriminate the volume of objects by passive touch. Experiments measured the discrimination threshold of volume using three tasks: passive tactile volume perception, passive tactile area perception, and active tactile volume perception. In each trial, we utilized two plastic cubes to successively stimulate the fingers, and participants were instructed to make comparisons between the stimulus objects’ volume and area. Results showed that there was no significant difference in the discrimination thresholds of tactile volume perception between passive touch and active touch, whereas significant differences in the discrimination thresholds between fingertips, such as the thumb versus the pinky finger. In passive touch, the discrimination thresholds of volume perception were larger than that with surface area perception. We found that the discrimination of the volume of objects is more difficult than the discrimination of the area of the objects.",,,,,,,,https://doi.org/10.1177/0301006619878560
Haptic information processing in direct and indirect memory tests,221,"Effects of learning can show up in a direct, i. e., an explicit, way or they can be expressed indirectly, i. e., in an implicit way. It was investigated whether motor processes underlie effects of repetition priming in haptic information exploration. In the test phase, blindfolded subjects had to handle objects in order to answer questions as fast as possible about their properties (e.g., temperature, texture, weight, or form), exploring the object with their hands. Some of the objects were old ones (presented in a study phase); others were added as new objects to the test phase. In addition, recognition judgements were required. The results demonstrated reliable effects of repetition priming in terms of reaction times to old, in comparison with new, objects for subjects who had been treated the same way in the study phase (active touch). Passive touch at encoding or studying the names or the visible objects themselves did not lead to effects of repetition priming in the test phase. On the other hand, performing adequate hand movements during the study improved recognition memory. The role of motor processes in indirect and direct tests of memory is discussed and related to research on memory of action events. © 1991 Springer-Verlag.",,,,,,,,10.1007/BF01371824
Tactual shape perception in relation to the understanding of geometrical concepts by blind students,222,"Tactual shape perception is a synthesis of many parameters which lead blind students to make sense of external stimuli. It is vital to investigate this field of perception because it reveals many differences between passive and active touch. The van Hiele model provides a tool for investigating and classifying students’ thinking in geometry. In a study of 19 blind and visually impaired students in a special school in Greece, we sought to understand their own way of approaching, developing and understanding concepts of shape. The findings support on one hand the appropriateness of the van Hiele theory and on the other the complexity of tactual shape perception and its uniqueness with respect to every student's thinking. Teachers and specialists can enrich their understanding and be more effective when teaching geometrical concepts that require taking into account variables such as: touch, movement, posture, type of shape, language, prior knowledge and the conditions of the task. © 2002, Sage Publications. All rights reserved.",,,,,Not sure if they have the comparisons we want.,,not an experiment,10.1177/026461960202000103
Object exploration using vision and active touch,223,"Achieving object exploration with passive vision and active touch has been under investigation for thirty years. We build upon recent progress in biomimetic active touch that combines perception via Bayesian evidence accumulation with controlling the tactile sensor using perceived stimulus location. Here, passive vision is combined with active touch by providing a visual prior for each perceptual decision, with the precision of this prior setting the relative contribution of each modality. The performance is examined on an edge following task using a tactile fingertip (the TacTip) mounted on a robot arm. We find that the quality of exploration is a U-shaped function of the relative contribution of vision and touch; moreover, multi-modal performance is more robust, completing the contour when touch alone fails. The overall system has several parallels with biological theories of perception, and thus plausibly represents a robot model of visuo-tactile exploration in humans.",,,,,,,,10.1109/IROS.2017.8206542
Effects of long-term sensory deprivation on asymmetric synapses in the whisker barrel field of the adult rat,224,"Whisker trimming deprives the cortical barrel field from the patterned sensory input that derives from active touch but leaves passive tactile signals unaltered. We have studied in the rat barrel field, by stereological procedures, the effects of a sustained period of unilateral deprivation by whisker clipping during adolescence and early adulthood on (1) the surface density (SV) of asymmetric synapses, as determined from measuring the presynaptic membrane specializations, and (2) the numerical density of asymmetric synaptic profiles (NA), classified according to their postsynaptic target and their apparent curvature. Compared to control rats, the procedure did not change the overall volume of the region, the volume fraction occupied by each cortical layer, or the volume fraction occupied by unmyelinated axons and boutons. However, the deprived barrel cortex displayed an increase in SV in layers I and II, and an increase in NA in layer I and in the cortex as a whole, mainly due to an increase in profiles with a convex shape. Layer IV was the least affected by the deprivation. These results point to a net increase, rather than a decrease, of excitatory synapses in the deprived cortex, which could result from a deprivation-induced decrease in the rate of normal synapse loss. This effect occurs specifically in superficial layers, more involved in intracortical and cortico-cortical, rather than thalamo-cortical, processing. © 2006 Elsevier B.V. All rights reserved.",,,,,,,,10.1016/j.brainres.2006.05.096
An fMRI study on cortical responses during active self-touch and passive touch from others,225,"Active, self-touch and the passive touch from an external source engage comparable afferent mechanoreceptors on the touched skin site. However, touch directed to glabrous skin compared to hairy skin will activate different types of afferent mechanoreceptors. Despite perceptual similarities between touch to different body sites, it is likely that the touch information is processed differently. In the present study, we used functional magnetic resonance imaging (fMRI) to elucidate the cortical differences in the neural signal of touch representations during active, self-touch and passive touch from another, to both glabrous (palm) and hairy (arm) skin, where a soft brush was used as the stimulus.There were two active touch conditions, where the participant used the brush in their right hand to stroke either their left palm or arm. There were two similar passive, touch conditions where the experimenter used an identical brush to stroke the same palm and arm areas on the participant. Touch on the left palm elicited a large, significant, positive blood-oxygenation level dependence (BOLD) signal in right sensorimotor areas. Less extensive activity was found for touch to the arm. Separate somatotopical palm and arm representations were found in Brodmann area 3 of the right primary somatosensory cortex (SI) and in both these areas, active stroking gave significantly higher signals than passive stroking. Active, self-touch elicited a positive BOLD signal in a network of sensorimotor cortical areas in the left hemisphere, compared to the resting baseline. In contrast, during passive touch, a significant negative BOLD signal was found in the left SI. Thus, each of the four conditions had a unique cortical signature despite similarities in afferent signalling or evoked perception. It is hypothesized that attentional mechanisms play a role in the modulation of the touch signal in the right SI, accounting for the differences found between active and passive touch.",,,,,I want to check if they show behavioral data,,,
Le toucher chez les enfants prématurés,226,"Touch being the first sense to develop in utero, it plays an essential role in the perceptual-cognitive development in infancy. The study of tactile skills in premature infants is a relevant approach to better understand the early development of touch. After briefly summarizing some elements of neurophysiological substrates of passive and active touch, namely the somatosensory system and its early development, this article describes, first, a review of experimental work on early skills of premature infants in both passive touch and active touch, and secondly, a summary of studies about two programs of developmental care in which touch is an essential component: the massage therapy and the kangaroo mother care. Overall, studies show in premature infants the occurrence of 1. discrimination subsequent to passive tactile stimulation from 30 weeks of gestation; 2. active manual discrimination between two different object shapes from 28 weeks and finally 3. beneficial effects on their neurodevelopmental future after receiving a massage therapy or the kangaroo mother care.",,,,,,,,10.4074/S0013754513001055
Occupation-related long-term sensory training enhances roughness discrimination but not tactile acuity,227,"Extensive use of sensorimotor properties has been shown to lead to use-dependent plasticity in the human motor cortex as well as sensory areas. The sensory consequences of these cortical changes, however, remain widely unclear. We were interested whether job-related long-term haptic training is measurable in terms of changes in haptic perception (active touch exploration) in manual physiotherapists (PT). To that end, the haptic thresholds of PT (students and employed) and registered osteopathic manual therapists (OMT; PT with postgraduate specialization) were measured and compared to age- and sex-matched control groups. Additionally, tactile acuity (passive static touch) was assessed using grating domes. PT and OMT had superior mean haptic thresholds compared to the control group, suggesting an increase in sensitivity through use. An age-related decline in haptic perception capacity occurred only in the control group, suggesting that the job-related training of the manual therapist groups may have slowed their age-related decline. Contrary to our expectation, we found significantly poorer mean haptic threshold results in the PT student group than for the controls. No significant differences or changes in tactile acuity were found for any of the groups (students and professional). The present results demonstrate use-dependent plasticity in manual therapists. Furthermore, the results underline the known effect of a superior discrimination ability of haptic as opposed to tactile perception. © 2014 Springer-Verlag.",,,,,,,,10.1007/s00221-014-3882-4
Active vs passive touch: The state of play & the future,228,"The active explorer has full control over their own movements, while a passive counterpart surrenders that control to some outside agency. The results of a number of experiments comparing active and passive exploration of two- and three-dimensional haptic stimuli are presented. In some circumstances active touch is superior, in others passive touch excels, while in still other instances no difference is found. A number of studies in progress are also described. ©2007 IEEE.",,,,,I do not know if this a review or an experimental series but for the title I would say a review. Check it,,review,10.1109/WHC.2007.18
Evaluation and Discrimination of Materials Motion By Active Tactual Motion,51,"In this paper, the role of the active tactual motion while judging the discrimination of material, that is acrylic, aluminum, cotton fabric, paper, rubber and wood, was investigated . The results are as follows. (1)The discrimination of material by the active tactual motion is better than that by the passive motion. (2)From the analysis result of the information theory, the amount of the transmitted information by the active touch is more than that by the passive touch in judging the discrimination of six materials.",,,,,,,,
Comparison of two olfactory cognitive responses measured by magnetoencephalography,52,The aim of this study is to measure and analyze perception and cognition in human olfaction using objective and non-invasive techniques. In the experiments event-related magnetic fields were measured by magnetoencephalography (MEG). We found two fundamental olfactory cognitive responses and their important difference considered as the results of the depending on olfactory cognitive mechanism between a passive olfaction and an active olfaction using sniffing method.,38.pdf (https://dl.airtable.com/.attachments/66f0dddbeb02ee78c488047544570e0c/13524158/38.pdf),,,,"behavioral data?
Sadly, NO behavioral data",,beautiful setup but no behavioral data,https://doi.org/10.1007/978-3-540-36841-0_692
Olfactory neuromagnetic responses measured by passive and active olfaction,230,,,,,,? behavioral data? No abstract?,,possible duplicate of 221,https://doi.org/10.1016/j.neures.2007.06.997
Neurons in the human basolateral amygdala and hippocampal formation do not respond to odors,231,"Extracellular action potentials were recorded from human hippocampal, hippocampal gyrus, and basolateral amygdala neurons during passive and active olfactory stimulation. Introduction of an odor into a continuous stream of air passing over the olfactory mucosa resulted in no detectable change in firing. Actively sniffing from an odorous flask, whether or not the odor was detected or recognized, also failed to elicit an immediate unit response. However, after a latency of 10-15 sec, the slight hyperventilation inherent in sniffing did induce a strong change in firing by many neurons. In contrast to these unit responses, a short-latency EEG spindle was recorded in the amygdala that appeared directly related to mechanical stimulation of the olfactory mucosa. © 1977.",,,,,,,,10.1016/0304-3940(77)90179-3
Age and Gender Related Normal Motion of the Cervical Spine,232,"The purpose of this study was to develop a clinical method for measuring throe-dimensional motion of the cervical spine usrnp the CA &DOD Spine Motion Analyzer (Orthopaedic Systems inc., Hayward CA.), Normal values for passive examinaons of flexion-extesnsion, lateral bending, rotation, rotation out of maximum fission, and notation put of maximum extension were obtained and analyzed for each gender in B group of 150 normal subjects. Gender classifications were further subdivided into age groups, with tsach dEcade containing asymptomatic volunteers. Values for each group were compared for differences wilh respect to ago and gandur differences. A detailed error analysis was also performed on the Interobserver and intraobserver repeatability, differences between pessive and active tasting, and the use of different fixation devices. Significantly decreased motion differences were found between age groups within gender, and between gender groups in corresponding dacados. Results of rotation out of maximum flexion suggest and support earlier cunclusiotis that the rotetion of the C1-C2 segment does not decrease with age, but rather increases slightly to perhaps compensate for the overall decreased motion in tine lower segments. © Lippincott-Raven Publishers.",,,,,,,,10.1097/00007632-199210001-00009
Evaluation of a conceptual framework for predicting navigation performance in virtual reality,233,"Previous research in spatial cognition has often relied on simple spatial tasks in static environments in order to draw inferences regarding navigation performance. These tasks are typically divided into categories (e.g., egocentric or allocentric) that reflect different two-systems theories. Unfortunately, this two-systems approach has been insufficient for reliably predicting navigation performance in virtual reality (VR). In the present experiment, participants were asked to learn and navigate towards goal locations in a virtual city and then perform eight simple spatial tasks in a separate environment. These eight tasks were organised along four orthogonal dimensions (static/dynamic, perceived/remembered, egocentric/allocentric, and distance/direction). We employed confirmatory and exploratory analyses in order to assess the relationship between navigation performance and performances on these simple tasks. We provide evidence that a dynamic task (i.e., intercepting a moving object) is capable of predicting navigation performance in a familiar virtual environment better than several categories of static tasks. These results have important implications for studies on navigation in VR that tend to over-emphasise the role of spatial memory. Given that our dynamic tasks required efficient interaction with the human interface device (HID), they were more closely aligned with the perceptuomotor processes associated with locomotion than wayfinding. In the future, researchers should consider training participants on HIDs using a dynamic task prior to conducting a navigation experiment. Performances on dynamic tasks should also be assessed in order to avoid confounding skill with an HID and spatial knowledge acquisition.",,,,,,,,10.1371/journal.pone.0184682
Dynamic perception after visually guided grasping by a human-like autonomous robot,234,"We will explore dynamic perception following the visually guided grasping of several objects by a human-like autonomous robot. This competency serves for object categorization. Physical interaction with the hand-held object gives the neural network of the robot the rich, coherent and multi-modal sensory input. Multi-layered self-organizing maps are designed and examined in static and dynamic conditions. The results of the tests in the former condition show its capability of robust categorization against noise. The network also shows better performance than a single-layered map does. In the latter condition we focus on shaking behavior by moving only the forearm of the robot. In some combinations of grasping style and shaking radius the network is capable of categorizing two objects robustly. The results show that the network capability to achieve the task largely depends on how to grasp and how to move the objects. These results together with a preliminary simulation are promising toward the self-organization of a high degree of autonomous dynamic object categorization. © 2006 Taylor & Francis Group, LLC.",,,,,,,,10.1163/156855306775525785
Fractionation of visuoperceptual dysfunction in Parkinson's disease,235,"There is considerable evidence that visuoperceptual function is impaired in Parkinson's disease although this view remains contentious. The issue is confounded by studies which have demonstrated impairment of visual sensation, in particular high-contrast visual acuity, in Parkinson's disease. We have measured the visuoperceptual performance of 16 patients with mild to moderate Parkinson's disease, both on and off drugs, and 16 age and sex matched control subjects on non-motor tests of visual resolution, static perception, and dynamic perception. Performance on the perceptual tasks was measured in terms of perceptual resolutions and was found impaired in the parkinsonian group. After removal of the contribution of poorer visual resolution, the overall visual perception remained impaired, although to a relatively subtle degree, such that the difference between the two groups on its static and dynamic components did not reach significance. © 1995.",,,,,,,,10.1016/0022-510X(95)00043-2
Learning Preference Models for Autonomous Mobile Robots in Complex Domains,236,"Achieving robust and reliable autonomous operation even in complex unstruc-tured environments is a central goal of field robotics. As the environments and scenarios to which robots are applied have continued to grow in complexity, so has the challenge of properly defining preferences and tradeoffs between various actions and the terrains they result in traversing. These definitions and parameters encode the desired behavior of the robot; therefore their correctness is of the utmost importance. Current manual approaches to creating and adjusting these preference models and cost functions have proven to be incredibly tedious and time-consuming, while typically not producing optimal results except in the simplest of circumstances. This thesis presents the development and application of machine learning techniques that automate the construction and tuning of preference models within complex mobile robotic systems. Utilizing the framework of inverse optimal control, expert examples of robot behavior can be used to construct models that generalize demonstrated preferences and reproduce similar behavior. Novel learning from demonstration approaches are developed that offer the possibility of significantly reducing the amount of human interaction necessary to tune a system, while also improving its final performance. Techniques to account for the inevitability of noisy and imperfect demonstration are presented, along with additional methods for improving the efficiency of expert demonstration and feedback. The effectiveness of these approaches is confirmed through application to several real world domains, such as the interpretation of static and dynamic perceptual data in unstructured environments and the learning of human driving styles and maneuver preferences. Extensive testing and experimentation both in simulation and in the field with multiple mobile robotic systems provides empirical confirmation of superior autonomous performance, with less expert interaction and no hand tuning. These experiments validate the potential applicability of the developed algorithms to a large variety of future mobile robotic systems.",,,,,,,,
Visuoperceptual and visuomotor deficits in developmental stutterers: An exploratory study,237,"Although the cause of stuttering is unknown, there is strong evidence for it being a neuromotor disorder characterised by an abnormality of higher control encompassing not only speech but other motor systems. The aim of this exploratory study was to look for the presence of non-speech/language deficits - in particular, visuomotor and visuoperceptual deficits - in persons who stutter. Twelve moderate to severe developmental stutterers were compared with a group of fluent speakers, matched for age and sex, on a range of computerized sensory-motor tasks. These tasks covered various aspects of visuomotor function - ballistic movement, dynamic steadiness, and several types of tracking - and visuoperceptual function - acuity, static perception, and dynamic perception. A novel technique was used to remove the visuospatial component from tracking performance. Stutterers had slower reaction times, less accurate random tracking, and impaired dynamic visual perception. Severity of stuttering correlated with reaction time and dynamic perception. Removal of the visuoperceptual component from tracking performance indicated that the impaired tracking in the stutterers was predominantly due to reduced dynamic perception.This is the first study to provide preliminary evidence for the presence of non-linguistic visuoperceptual and upper-limb visuomotor tracking deficits in people with moderate to severe stuttering. These findings support a neurogenic aetiology for stuttering and are compatible with evidence of an overactive dopamine system in stutterers. © 2002 Elsevier Science B.V. All rights reserved.",,,,,,,,10.1016/S0167-9457(02)00165-3
Secondary action in robot motion,238,"Secondary action, a concept borrowed from character animation, improves the animation realism by augmenting natural, passive motion to primary action. We use dynamic simulation to induce three techniques of secondary motion for robot hardware, which exploit actuation passivity to overcome hardware constraints and change the dynamic perception of the robot and its motion characteristics. Results of secondary motion due to internal and external forces are presented including discussion on how to choose the appropriate technique for a particular application. © 2010 IEEE.",,,,,,,,10.1109/ROMAN.2010.5598730
Computing spatiotemporal relations for dynamic perceptual organization,239,"To date, the overwhelming use of motion in computational vision has been to recover the three-dimensional structure of the scene. We propose that there are other, more powerful, uses for motion. Toward this end, we define dynamic perceptual organization as an extension of the traditional (static) perceptual organization approach. Just as static perceptual organization groups coherent features in an image, dynamic perceptual organization groups coherent motions through an image sequence. Using dynamic perceptual organization, we propose a new paradigm for motion understanding and show why it can be done independently of the recovery of scene structure and scene motion. The paradigm starts with a spatiotemporal cube of image data and organizes the paths of points so that interactions between the paths, and perceptual motions such as common, relative, and cyclic are made explicit. The results of this can then be used for high-level motion recognition tasks. © 1993 Academic Press, Inc.",,,,,,,,10.1006/cviu.1993.1048
Population Size and Suicide in U.S. Cities: A Static and Dynamic Exploration,240,"The relationship between city population size and suicide rates rarely has been examined directly, though scholars often assume such a relationship exists based on studies of the association between suicide rates and urbanization (percent of the population living in cities) in various social contexts. In an effort to determine the basic association between suicide rates and city population size, we analyze data for four time points, 1960, 1970, 1980, and 1990, using a random sample of U.S. cities with 10,000 or more population in 1960. In addition, we conduct a time series analysis of change in population size and change in suicide rates over a two decade period. Results indicate that an association between population and suicide is atypical, and even when observed is highly sensitive to methodological specifications. The results call into question the notion that larger city population size is conducive to suicide as well as the assumption that studies of suicide and urbanization can substitute for studies of suicide and city population size.",,,,,,,,10.1521/suli.2007.37.5.553
Management of Common Coccygodynia,241,"Introduction Common coccygodynia is poorly understood. Numerous hypotheses have been proposed as to the origin of the syndrome, including pain from the pericoccygeal soft tissues, spasm of the muscles of the pelvic floor, referred pain from lumbar pathology, arachnoiditis of the lower sacral nerve roots, local posttraumatic lesions, somatization, etc (Howorth 1959, Jurmand 1976, Nelson 1991, Postacchini & Massobrio 1983, Stern 1967). Thus far, there has been no sound confirmation of any of these.  Because patients often mention a fall on the buttocks or a delivery as precipitating event, a mechanical basis for the pain is likely. In addition, in the majority of cases, the pain occurs only in the sitting position. These factors led us to develop a protocol to document the painful coccyx with dynamic films and coccygeal discography (Maigne et al 1992, 1994). Dynamic films are defined as X-rays films in the lateral sitting position (the painful position) as compared with standard lateral roentgenograms. Since 1992, more than 700 patients with coccygeal pain have undergone this protocol. We summarize here the results of our studies on this topic.  Anatomical study of the sacrococcygeal and intercoccygeal discs There is a paucity of information regarding this topic. According to Gray (1973) the sacrococcygeal joints are thin intervertebral discs of fibrocartilage. Occasionally, the intercoccygeal joints are synovial.  By examining nine aged coccyges from fresh cadavers, we found that the sacrococcygeal joint was a disc in one case, a synovial joint in four cases and a third type in four cases, the joint being an intermediate structure made of a disc containing a more or less extensive cleft, parallel to the end plates, and bordered by annular fibres or synovial cells (Maigne et al 1992). This intermediate state was not found in the intercoccygeal joints. It is not known if young individuals show the same distribution or not, i.e. if a sacrococcygeal joint can be transformed from one form to another during a person's lifetime.  A fourth type exists, in the form of ossification. Ossification can involve only the sacrococcygeal joint. Studying two different populations, the frequency of this type was found in 22 and 68% of the cases by Saluja (1988). In some of our patients, the whole coccyx was ossified.  The physiologic movements of the coccyx are restricted to flexion and extension. Active flexion (movement in a forward direction) is performed by the levator ani and the sphincter ani externus muscles. Extension (movement in a backward direction) is due to relaxation of these muscles and to the increased intra-abdominal pressure which occurs during defecation and parturition (Smout 1969). It is a passive movement. Surprisingly, the movements of the coccyx in the sitting posture have never been reported in the literature to our knowledge. Flexion or extension can be encountered. Passive flexion is due to the direct pressure of the seat over the coccyx. In other cases, a passive extension is encountered, which is due to an increased intra-pelvic and abdominal pressure by the seat. The direction is depending on the coccygeal anatomy. The intervening factors are : 1) The angle between the sacrum and the coccyx (an acute angle makes the coccyx prone to flex, a flat angle makes it more prone to extend). 2) The sagittal pelvic rotation when sitting (a high degree of pelvic rotation when sitting brings the coccyx parallel to the seat, leading to flexion, a low rotation let it more or less vertical, prone to extension). 3) The body mass index, which is closely related to the pelvic rotation and 4) The angle of coccygeal incidence, which is also related to the pelvic rotation (see below).  In other cases, the coccyx is not mobile when sitting (more frequently in males). This may sometimes (but not always) be attributed to a joint ossification.  Technique of dynamic films The standard way to X-ray the coccyx is to take the film in the standing position. I coined the word ""dynamic exploration"" for the comparison between a standard film and a ""dynamic film"", in a sitting (painful) position. The first (standard) film is taken in the lateral standing position. In order for the coccyx to be in a neutral position, it is very important for the patient to avoid sitting for the five to ten minutes preceding the X-rays examination. Otherwise, in some cases of hypermobility or luxation, there is not time enough for the coccyx to come back into the neutral position. The second (dynamic) film is taken laterally while asking the patient to sit on a hard stool with the back slightly extended from a sitting position, in a posture in which the pain is most pronounced (figure 1). It is mandatory to wait a few minutes for the pain to occur. If the pain is not present, no sound conclusion should be drawn.   Figure 1. The correct position to X-ray the coccyx in a sitting posture. Note the foot rest.   Both films are superimposed on a bright light in order to compare and measure movement of the coccyx. The shapes of the two sacrum should correspond exactly, in order to evidence the coccygeal mobility. Only its mobile portion is considered, the saccrococcygeal disc being sometimes ossified or not mobile. This movement is measured in degrees of flexion or extension (figure 2).   Figure 2. Range of motion of the coccyx is measured in degrees (angle ABC). Bold line : standard film. Dotted line : coccyx in the sitting position. A : apex of the angle located at the caudal part of the sacrum (or of the first coccygeal vertebra if the sacro-coccygeal disc is ossified). The subject is facing to the right, the opposite of figure 1.   In a first study (Maigne et al 1994), the films of 51 patients and controls were compared and read by two independent observers at two different time intervals, the second reading performed one month later. The final value used was the average of the four separate readings. Inter- and intraobserver variations of the angle measurement were 12.5% and 15.3% respectively, and the accuracy of the measurement technique was +/- 2.6 degrees. This is therefore a reliable technique, in particular in view of the definition of hypermobility (see below).  The mobility of the normal coccyx In a control group consisting of 47 pain free volunteers with no history of local trauma and no more than two pregnancies (Maigne et al 1994), the mean mobility (flexion or extension) was 9.3+/-5.7 degrees (range from 0 to 22 degrees). Thirteen coccyges (27.6%) had an extension between 5 and 15 degrees and eight (17%) a flexion between 5 and 22 degrees. Twenty-four (51%) others had a very limited mobility between 0 and 5 degrees. In two cases, there was a slight (asymptomatic) backward slipping of less than 20% (one fifth of the AP diameter of the vertebra).  Allowing for a certain degree of non pathologic variation, we therefore consider that flexion larger than 25-30 degrees represents hypermobility and slipping larger than 25% represents luxation. Extension larger than 15-20 degrees is also pathologic, but it is a very rare situation.  Whether coccyges flex or extend in the sitting position (in controls and in patients) is based upon their position related to the horizontal plane of the seat at the very moment when the pelvis reaches the seat. If the coccyx is near a vertical position (related to the seat), the increase of the pelvic pressure will push it backward (extension). However, if the coccyx is near the horizontal position (i.e. parallel to the seat), the pelvic pressure will have no effect on it. It is the direct pressure exerted by the seat which pushes it forward (into flexion). The angle between the mobile coccyx and the horizontal is the coccygeal incidence. An approximate value of this angle can be calculated on the dynamic film (figure 3). If this angle is larger than 35 degrees, the coccyx is likely to extend when sitting. Under 12 degrees, it will flex. Between 12 and 35 degrees, 61% of the coccyges had flexion, and 39% extension in our study (Maigne et al, 1996).   Figure 3. Measure of the coccygeal incidence. A : standing film. B : sitting film, showing a normal flexion. C : measure of the angle (i); this angle reflects the theoretical position that the mobile part of the coccyx would take if the subject was ""sitting without the seat"", that is without any force acting on it.  M = coccygeal mobility, the angle by which the coccyx has rotated relative to the sacrum. SPR = saggital pelvic rotation, the angle by which the pelvis has rotated in going from standing to sitting.   The coccyx in common coccygodynia: observed radiologic lesions Standard and lateral sitting radiographs of more than 700 patients suffering from common coccygodynia for at least 2 months duration have been made since 1992. Four series of different patients have been currently published, allowing some firm conclusions on the pathology of the coccyx.  Posterior luxation and subluxation: Sagittal luxation of all or part of the mobile portion of the coccyx while in the sitting position is the most striking abnormality observed (figure 4). It is noticed in 20 to 25% of the cases. The sacrococcygeal disc and the first intercoccygeal disc are equally affected. This luxation is spontaneously reduced in the standing position. In some very rare cases, it is permanent.   Figure 4. Luxation of the first mobile vertebra in the sitting position (right). Standard film on the left. The subject is facing to the left, as in figure 1.   Such a lesion is never observed in pain free controls and there is no doubt about its role in coccydynia.  Patients with luxation have certain characteristics, which set them apart from those with normal dynamic films. Their Body Mass Index is statistically higher. A history of direct and violent traumatism on the coccyx prior to the pain is more often found. An acute pain while passing from the sitting to the standing position, more intense than the u",,,,,,,,
Two temporal channels underlie the dynamic motion after effect,243,"Purpose: To characterise the temporal tuning of the motion aftereffect (MAE) using temporally filtered dynamic random noise (DRN). Methods: Adaptation to orthogonal bivectorial motion was used to produce the MAEs, whose direction was measured. Adapting speeds were either: 1.5 & 6, 1.5 & 24, or 6 & 24 deg/s. Each speed pair was tested with DRN filtered into one of 5 octave-width passbands with centre frequencies: 1.1, 2.1, 4.3, 8.5 & 17 Hz. MAE directions were then re-measured using DRN interleaved with a static noise pattern. Finally, MAEs were measured on a static-only noise pattern. Results: Dynamic only: MAE direction for the 4-octave speed difference (1.5/24 deg/s) changed smoothly from opposite the slower vector to opposite the faster vector as test temporal frequency increased. The 2-octave speed pairs also varied smoothly with test frequency but over smaller directional ranges. Static only: MAE direction for static test patterns was directly opposite the slower vector for the 1.5/24 & 6/24 deg/s pairs, and opposite the vector sum for the 1.5/6 deg/s pair. Dynamic+static: Interleaving a static component with the temporally filtered DRN had little or no effect on MAE direction. Conclusions The asymmetries in the dynamic-only conditions fit a two-channel model of temporal processing, comprising a low-pass and a high, bandpass channel. Dynamic MAEs seem to reflect the combined adaptation in both channels. The static MAE behaves quite differently and does not appear to interact with the dynamic MAE, being possibly mediated by mechanisms in the form pathway.",,,,,,,,10.1167/2.7.373
Directional sensitivity of velocity sense in the lumbar spine,244,"Regulating spinal motion requires proprioceptive feedback. While studies have investigated the sensing of static lumbar postures, few have investigated sensing lumbar movement speed. In this study, proprioceptive contributions to lateral trunk motion were examined during paraspinal muscle vibration. Seventeen healthy subjects performed lateral trunk flexion movements while lying prone with pelvis fixed. A 44.5-Hz vibratory stimulus was applied to the paraspinal muscles at the L3 level. Subjects attempted to match target paces of 9.5, 13.5, and 17.5 deg/s with and without paraspinal muscle vibration. Vibration of the paraspinal musculature was found to result in slower overall lateral flexion. This effect was found to have a greater influence in the difference of directional velocities with vibration applied to the left musculature. These changes reflect the sensitivity of lumbar velocity sense to applied vibration leading to the perception of faster muscle lengthening and ultimately resulting in slower movement velocities. This suggests that muscle spindle organs modulate the ability to sense velocity of motion and are important in the control of dynamic motion of the spine. © 2008 Human Kinetics, Inc.",,,,,,,,10.1123/jab.24.3.244
